DEPTH,TVD,ROP,WOH,WOB_AVG,TORQUE_SURF,TORQUE_MIN,TORQUE_MAX,TOT BIT_RPM,FLOWIN,SPP_AVG,SPM1,SPM2,SPM3,SPM4,Mud Weight In,Mud Weight Out,Temperature In,Temperature Out,D-Exponent Bit Wear,Total RPM [Surface + DHM],Stand Pipe Pressure,PUMP_TIME,TotalRotaryTime,Bit Time,Bit Run,TotalSurfaceCumRevOnBottom,PSACTIVE
         m,         m,       m/h,      klbm,      klbm,   klbf.ft,   klbf.ft,   klbf.ft,1/min,       gpm,       psi,1/min,1/min,1/min,1/min,g/cm3,g/cm3,      degC,      degC,       Euc,1/min,       psi,         h,         h,         h,         m,       Euc,          bbl
252.5,252.5,71.6,168.94,5.45,4.54,4.39,4.79,70,799.33,462.76,59,59,59,0,1.113,-0.001,26.3,25.5,1,70,462.76,2.47,7.43,1.71,68.74,6328,1111.11
253,253,72.92,161.78,12.61,4.37,4.06,4.58,70,799.47,483.46,59,59,59,0,1.113,-0.001,26.3,25.5,1,70,483.46,2.48,7.44,1.72,69.19,6359,1111.14
253.5,253.5,71.35,161.78,12.61,4.03,3.87,4.2,70,800.01,479.83,59,59,59,0,1.113,-0.001,26.3,25.5,1,70,479.83,2.49,7.45,1.73,69.64,6387,1111.47
254,254,72.13,161.78,12.61,4.38,4.18,4.48,70,799.2,478.62,59,59,59,0,1.113,-0.001,26.3,24.2,1,70,478.62,2.5,7.45,1.74,70.47,6417,1112.11
254.5,254.5,72.08,159.94,14.45,5.04,4.98,5.1,70,799.47,473.79,59,59,59,0,1.113,-0.001,26.3,25.5,1,70,473.79,2.5,7.46,1.74,70.83,6448,1112.47
255,255,74.8,165.82,8.57,-999.25,4.58,4.88,70,800.01,493.13,59,59,59,0,1.113,-0.001,26.3,24.2,1,70,493.13,2.51,7.47,1.75,71.16,6474,1112.49
255.5,255.5,74.89,167.29,7.1,-999.25,5.26,5.6,70,800.01,476.81,59,59,59,0,1.113,-0.001,26.3,25.5,1,70,476.81,2.52,7.47,1.76,71.7,6504,1112.04
256,256,73.86,160.12,14.27,-999.25,5.09,5.17,70,800.01,507.63,59,59,59,0,1.113,-0.001,26.4,25.5,1,70,507.63,2.52,7.48,1.76,72.27,6528,1106.58
256.5,256.5,72.93,168.02,6.37,-999.25,3.54,3.82,70,798.84,483.46,59,59,59,0,1.113,-0.001,26.3,25.5,1,70,483.46,2.53,7.49,1.77,72.65,6562,1106.22
257,257,65.04,171.7,2.69,3.86,3.56,4.01,70,799.47,496.75,59,59,59,0,1.113,-0.001,26.3,24.2,1,70,496.75,2.54,7.5,1.78,73.18,6594,1105.67
257.5,257.5,66.68,168.39,6,3.73,3.4,3.94,70,800.01,468.35,59,59,59,0,1.113,-0.001,26.3,24.2,1,70,468.35,2.55,7.5,1.79,73.7,6625,1105.27
258,258,75.61,165.08,9.31,3.9,3.82,3.96,70,798.21,496.75,59,59,59,0,1.113,-0.001,26.4,24.2,1,70,496.75,2.55,7.51,1.79,74.29,6650,1105.46
258.5,258.5,71.62,168.39,6,3.14,3.07,3.19,70,799.87,488.6,59,59,59,0,1.113,-0.001,26.4,25.5,1,70,488.6,2.56,7.52,1.8,74.68,6685,1105.67
259,259,71,170.23,4.16,3.84,3.7,3.94,70,799.02,493.13,59,59,59,0,1.113,-0.001,26.3,24.2,1,70,493.13,2.57,7.52,1.81,75.29,6710,1105.25
259.5,259.5,74.93,168.76,5.63,3.51,3.37,3.73,70,800.01,485.88,59,59,59,0,1.113,-0.001,26.4,25.5,1,70,485.88,2.57,7.53,1.81,75.58,6739,1105.84
260,260,73.2,168.39,6,3.68,3.61,3.73,70,799.2,479.83,59,59,59,0,1.113,-0.001,26.4,24.2,1,70,479.83,2.58,7.54,1.82,76.12,6767,1105.65
260.5,260.5,76.06,163.98,10.41,3.32,3.26,3.38,70,800.14,480.44,59,59,59,0,1.113,-0.001,26.3,24.2,1,70,480.44,2.59,7.54,1.83,76.86,6796,1105.67
261,261,70.35,166.85,7.54,3.03,2.95,3.16,70,799.9,493.13,59,59,59,0,1.113,-0.001,26.4,24.2,1,70,493.13,2.59,7.55,1.83,77.29,6827,1104.86
261.5,261.5,69.71,165.08,9.31,3.27,3.19,3.33,70,798.21,482.25,59,59,59,0,1.113,-0.001,26.4,25.6,1,70,482.25,2.6,7.56,1.84,77.82,6858,1104.68
262,262,68.39,163.98,10.41,3.43,3.37,3.49,70,800.01,489.5,59,59,59,0,1.113,-0.001,26.4,24.2,1,70,489.5,2.61,7.57,1.85,78.12,6887,1104.11
262.5,262.5,70.05,170.04,4.35,3.27,3.23,3.31,70,800.01,493.13,59,59,59,0,1.113,-0.001,26.4,24.2,1,70,493.13,2.61,7.57,1.85,78.62,6914,1104.13
263,263,73.16,165.36,9.03,2.98,2.92,3.04,70,799.81,493.13,59,59,59,0,1.113,-0.001,26.4,24.2,1,70,493.13,2.62,7.58,1.86,79.28,6948,1103.7
263.5,263.5,68.89,168.66,5.72,3.11,3.07,3.18,70,800.01,494.03,59,59,59,0,1.113,-0.001,26.3,25.6,1,70,494.03,2.63,7.59,1.87,79.68,6978,1103.37
264,264,71.53,165.63,8.76,2.99,2.95,3.02,70,800.01,494.94,59,59,59,0,1.113,-0.001,26.4,25.6,1,70,494.94,2.64,7.59,1.88,80.21,7008,1104.34
264.5,264.5,75.95,163.98,10.41,2.88,2.86,2.91,70,798.66,482.25,59,59,59,0,1.113,-0.001,26.4,24.2,1,70,482.25,2.64,7.6,1.88,80.7,7034,1103.96
265,265,73.39,164.71,9.67,3,2.9,3.07,70,799.2,479.23,59,59,59,0,1.113,-0.001,26.4,24.2,1,70,479.23,2.65,7.61,1.89,81.35,7062,1106.26
265.5,265.5,68.99,163.98,10.41,3.06,3.02,3.12,70,799.74,473.19,59,59,59,0,1.113,-0.001,26.4,25.6,1,70,473.19,2.66,7.61,1.9,81.85,7092,1109.24
266,266,68.34,163.25,11.14,3.26,3.16,3.4,70,799.92,478.62,59,59,59,0,1.113,-0.001,26.4,25.6,1,70,478.62,2.66,7.62,1.9,82.31,7125,1110.42
266.5,266.5,68.07,162.51,11.88,3.5,3.23,3.68,70,800.01,478.02,59,59,59,0,1.113,-0.001,26.4,24.2,1,70,478.02,2.67,7.63,1.91,82.89,7156,1110.37
267,267,43.18,161.78,12.61,3.71,3.54,3.89,70,800.01,473.19,59,59,59,0,1.113,-0.001,26.4,25.6,1,70,473.19,2.68,7.64,1.92,83.27,7184,1109.43
267.5,267.5,43.37,169.22,5.17,3.58,3.47,3.7,70,800.01,466.39,59,59,59,0,1.113,-0.001,26.5,25.6,1,70,466.39,2.83,7.79,1.94,83.78,7279,1111.2
268,268,70.3,169.49,4.9,3.82,3.8,3.85,70,797.31,484.06,59,59,59,0,1.113,-0.001,26.5,25.6,1,70,484.06,2.84,7.8,1.95,84.15,7310,1111.47
268.5,268.5,5.01,189.03,0.05,5.56,1.16,10.97,94,613.4,772.03,34,34,34,34,1.11,-0.001,29.7,28.7,1,94,772.03,0.39,20.12,0.11,0.46,197,1111.53
269,269,5.85,189.6,2.61,4.27,1.46,9.71,85,613.45,731.4,34,34,34,34,1.11,-0.001,29.8,28.7,1,85,731.4,0.67,20.48,0.23,0.91,465,732.72
269.5,269.5,29.34,197.32,0,2.09,1.95,2.25,94,612.63,640.89,34,34,34,34,1.11,-0.001,29.8,28.7,1,94,640.89,0.68,20.49,0.25,1.2,494,732.54
270,270,33.82,192.36,0.3,1.79,1.42,2.38,105,613.98,653.58,34,34,34,34,1.11,-0.001,29.8,28.7,1,105,653.58,0.77,20.57,0.28,1.72,589,732.6
270.5,270.5,33.94,195.21,0,1.63,1.58,1.65,105,613.98,640.58,34,34,34,34,1.11,-0.001,29.8,28.6,1,105,640.58,0.78,20.58,0.29,2.17,615,732.52
271,271,32.07,197.27,0,1.5,1.3,1.84,105,613.98,639.62,34,34,34,34,1.11,-0.001,29.8,28.7,1,105,639.62,0.79,20.59,0.3,2.71,648,732.57
271.5,271.5,32.61,198.15,0,1.7,1.46,2.12,125,614.05,636.35,34,34,34,34,1.11,-0.001,29.8,28.6,1,125,636.35,0.92,20.75,0.34,3.19,767,732.65
272,272,53.26,195.67,0,1.7,1.58,1.82,124,613.78,638.17,34,34,34,34,1.11,-0.001,29.8,28.5,1,124,638.17,0.93,20.76,0.35,3.72,809,731.7
272.5,272.5,54.78,198.52,0,1.78,1.71,1.82,124,612.72,638.17,34,34,34,34,1.11,-0.001,29.8,28.5,1,124,638.17,0.94,20.77,0.36,4.1,843,731.05
273,273,54.12,196.77,4.48,1.7,1.53,1.92,125,613.98,633.63,34,34,34,34,1.11,-0.001,29.8,28.5,1,125,633.63,0.95,20.78,0.37,4.77,885,722.18
273.5,273.5,60.84,195.95,5.31,1.75,1.57,1.88,124,613.08,616.41,34,34,34,34,1.11,-0.001,29.8,28.6,1,124,616.41,0.96,20.79,0.38,5.22,919,715.89
274,274,67.59,198.98,2.28,1.83,1.77,1.95,125,613.24,634.54,34,34,34,34,1.11,-0.001,29.9,28.5,1,125,634.54,0.96,20.79,0.38,5.65,952,705.44
274.5,274.5,66.21,198.15,3.1,2.01,1.92,2.08,125,613.98,630.91,34,34,34,34,1.11,-0.001,29.8,28.5,1,125,630.91,0.97,20.8,0.39,6.23,983,697.66
275,275,73.72,193.37,7.88,1.82,1.75,1.88,124,613.98,636.96,34,34,34,34,1.11,-0.001,29.8,28.5,1,124,636.96,0.98,20.81,0.4,6.79,1015,692
275.5,275.5,75.03,191.91,9.35,1.85,1.79,1.96,124,612.81,630.91,34,34,34,34,1.11,-0.001,29.8,28.5,1,124,630.91,0.98,20.82,0.4,7.22,1039,686.43
276,276,70.48,190.8,10.45,1.73,1.63,1.82,125,613.98,638.17,34,34,34,34,1.11,-0.001,29.8,28.5,1,125,638.17,0.99,20.82,0.41,7.74,1068,680.68
276.5,276.5,71.5,197.42,3.84,1.97,1.83,2.11,124,613.08,651.46,34,34,34,34,1.11,-0.001,29.8,28.5,1,124,651.46,1,20.83,0.42,8.31,1103,672.63
277,277,71.79,190.8,10.45,1.92,1.86,1.98,124,613.98,661.13,34,34,34,34,1.11,-0.001,29.8,28.5,1,124,661.13,1.01,20.84,0.43,8.7,1131,668.13
277.5,277.5,71.79,191.54,9.72,2.09,2.01,2.18,125,613.98,684.09,34,34,34,34,1.11,-0.001,29.8,28.5,1,125,684.09,1.01,20.84,0.43,9.19,1159,662.36
278,278,71.71,194.84,6.41,2.08,2.08,2.09,124,613.98,670.8,34,34,34,34,1.11,-0.001,29.8,28.5,1,124,670.8,1.02,20.85,0.44,9.69,1187,655.79
278.5,278.5,70.76,194.11,7.14,1.97,1.94,2.01,124,611.1,670.8,34,34,34,34,1.11,-0.001,29.8,28.5,1,124,670.8,1.03,20.86,0.45,10.13,1221,647.47
279,279,69.39,190.44,7.2,2.11,2.02,2.16,124,611.01,674.43,34,34,34,34,1.11,-0.001,29.8,28.5,1,124,674.43,1.03,20.87,0.45,10.76,1250,642.07
279.5,279.5,72.22,191.54,6.1,2.03,1.97,2.07,124,611.82,672.01,34,34,34,34,1.11,-0.001,29.8,28.5,1,124,672.01,1.04,20.87,0.46,11.14,1278,637.45
280,280,66.58,190.44,7.2,1.99,1.98,2.01,124,611.82,667.17,34,34,34,34,1.11,-0.001,29.8,28.5,1,124,667.17,1.05,20.88,0.47,11.82,1313,631.35
280.5,280.5,67.53,191.91,5.73,1.95,1.89,2.05,124,611.82,673.22,34,34,34,34,1.11,-0.001,29.9,28.5,1,124,673.22,1.06,20.89,0.48,12.13,1341,629.43
281,281,69.93,190.07,7.57,1.8,1.73,1.84,124,612.27,685.3,34,34,34,34,1.11,-0.001,29.8,28.5,1,124,685.3,1.06,20.9,0.48,12.76,1374,629.13
281.5,281.5,67.43,196.5,1.4,1.93,1.91,1.96,124,613.98,694.37,34,34,34,34,1.11,-0.001,29.8,28.5,1,124,694.37,1.07,20.9,0.49,13.08,1403,635.57
282,282,56.85,189.77,7.87,1.63,1.58,1.68,124,613.44,676.6,34,34,34,34,1.11,-0.001,29.8,28.5,1,124,676.6,1.08,20.91,0.5,13.62,1444,655.05
282.5,282.5,47.05,191.81,5.83,1.81,1.66,1.91,125,611.95,675.33,34,34,34,34,1.11,-0.001,29.8,28.5,1,125,675.33,1.09,20.92,0.51,14.14,1490,676.84
283,283,46.68,195.12,2.52,1.73,1.68,1.77,125,613.71,649.95,34,34,34,34,1.11,-0.001,29.8,28.5,1,125,649.95,1.1,20.93,0.52,14.78,1534,696.79
283.5,283.5,45.49,190.44,7.2,1.65,1.53,1.84,135,612.29,651.76,34,34,34,34,1.11,-0.001,29.8,28.5,1,135,651.76,1.11,20.94,0.53,15.45,1583,716.08
284,284,55.27,195.95,1.69,1.87,1.75,2.06,135,613.98,652.67,34,34,34,34,1.11,-0.001,29.8,28.5,1,135,652.67,1.12,20.95,0.54,15.88,1626,727.59
284.5,284.5,53.95,192.64,5,1.8,1.56,2.1,134,612.63,648.14,34,34,34,34,1.11,-0.001,29.8,28.5,1,134,648.14,1.13,20.96,0.55,16.15,1677,730.18
285,285,51.15,196.68,0.96,2.1,1.88,2.41,134,612.99,655.09,34,34,34,34,1.11,-0.001,29.8,28.5,1,134,655.09,1.14,20.97,0.56,16.71,1723,729.86
285.5,285.5,49.16,190.21,7.43,1.64,1.5,1.72,134,612.9,653.4,34,34,34,34,1.11,-0.001,29.8,28.5,1,134,653.4,1.15,20.98,0.57,17.13,1777,730.97
286,286,42.47,189.88,7.76,1.54,1.41,1.69,134,611.82,652.67,34,34,34,34,1.11,-0.001,29.8,28.5,1,134,652.67,1.16,21,0.59,17.75,1832,732.65
286.5,286.5,53.12,189.61,8.03,1.76,1.7,1.85,134,611.82,652.67,34,34,34,34,1.11,-0.001,29.8,28.5,1,134,652.67,1.17,21.01,0.59,18.36,1877,733.62
287,287,68.22,190.44,7.2,1.79,1.7,1.92,134,611.82,646.63,34,34,34,34,1.11,-0.001,29.8,28.5,1,134,646.63,1.18,21.01,0.6,18.77,1910,733.93
287.5,287.5,75.94,190.8,6.84,1.79,1.77,1.82,135,610.83,646.63,34,34,34,34,1.11,-0.001,29.8,28.5,1,135,646.63,1.19,21.02,0.61,19.12,1942,734.19
288,288,76.43,190.44,7.2,1.74,1.7,1.77,135,611.82,652.67,34,34,34,34,1.11,-0.001,29.8,28.5,1,135,652.67,1.19,21.03,0.61,19.6,1974,734.19
288.5,288.5,72.72,189.7,7.94,1.71,1.53,1.92,134,612.18,653.88,34,34,34,34,1.11,-0.001,29.8,28.5,1,134,653.88,1.2,21.03,0.62,20.11,2005,734.19
289,289,67.67,194.84,2.8,1.64,1.43,1.86,135,613.98,661.13,34,34,34,34,1.11,-0.001,29.8,28.5,1,135,661.13,1.21,21.04,0.63,20.76,2041,734.18
289.5,289.5,68.22,193.74,3.9,1.79,1.67,1.94,134,613.98,651.46,34,34,34,34,1.11,-0.001,29.8,28.4,1,134,651.46,1.22,21.05,0.64,21.21,2076,734.15
290,290,67.76,190.71,6.93,1.79,1.58,1.97,134,613.84,656.3,34,34,34,34,1.11,-0.001,29.8,28.5,1,134,656.3,1.22,21.06,0.64,21.7,2114,733.98
290.5,290.5,68.99,191.91,5.73,1.9,1.69,2.03,135,612.81,665.97,34,34,34,34,1.11,-0.001,29.8,28.5,1,135,665.97,1.23,21.06,0.65,22.34,2149,733.98
291,291,74.27,188.6,9.04,1.83,1.82,1.83,134,611.82,647.84,34,34,34,34,1.11,-0.001,29.8,28.5,1,134,647.84,1.24,21.07,0.66,22.58,2177,733.67
291.5,291.5,75.76,189.33,8.31,1.62,1.61,1.63,135,613.98,658.71,34,34,34,34,1.11,-0.001,29.8,28.4,1,135,658.71,1.24,21.07,0.66,23.22,2209,733.6
292,292,72.54,196.68,0.96,1.9,1.9,1.91,135,612.99,649.04,34,34,34,34,1.11,-0.001,29.8,28.5,1,135,649.04,1.25,21.08,0.67,23.55,2241,733.1
292.5,292.5,69.02,195.58,2.06,1.84,1.71,2.09,134,613.98,657.5,34,34,34,34,1.11,-0.001,29.8,28.5,1,134,657.5,1.26,21.09,0.68,24.32,2278,732.06
293,293,67.07,196.68,0.96,1.84,1.73,2,135,613.98,656.3,34,34,34,34,1.11,-0.001,29.8,28.5,1,135,656.3,1.27,21.1,0.69,24.64,2314,729.46
293.5,293.5,68.12,194.84,2.8,1.81,1.69,1.93,134,613.08,657.5,34,34,34,34,1.11,-0.001,29.8,28.5,1,134,657.5,1.27,21.1,0.69,25.23,2350,728.74
294,294,67.27,192.64,5,1.94,1.85,2.03,134,612,661.13,34,34,34,34,1.11,-0.001,29.8,28.5,1,134,661.13,1.28,21.11,0.7,25.57,2383,725.35
294.5,294.5,64.19,188.23,9.41,1.77,1.71,1.89,135,613.98,646.63,34,34,34,34,1.11,-0.001,29.8,28.5,1,135,646.63,1.29,21.12,0.71,26.35,2422,718.59
295,295,63.44,188.23,9.41,1.8,1.59,1.91,134,612.18,644.21,34,34,34,34,1.11,-0.001,29.8,28.4,1,134,644.21,1.29,21.13,0.72,26.84,2457,712.8
295.5,295.5,63.79,193.37,4.27,2.38,2.3,2.47,135,612,661.13,34,34,34,34,1.11,-0.001,29.8,28.5,1,135,661.13,1.3,21.14,0.72,27.09,2498,705.43
296,296,62.5,188.6,9.04,1.75,1.69,1.79,134,613.89,657.5,34,34,34,34,1.11,-0.001,29.8,28.5,1,134,657.5,1.31,21.14,0.73,27.69,2536,697.5
296.5,296.5,36.94,195.26,4.43,1.39,1.24,1.46,133,704.7,850.89,34,34,34,34,1.11,-0.001,29.8,28.4,1,133,850.89,1.33,21.43,0.75,28.33,2630,680.66
297,297,42.89,194.84,2.8,1.83,1.74,1.99,143,704.7,842.43,39,39,39,39,1.11,-0.001,29.8,28.4,1,143,842.43,1.47,21.43,0.78,28.72,2729,734.84
297.5,297.5,74.11,193.74,3.9,1.98,1.83,2.15,143,703.55,858.44,39,39,39,39,1.11,-0.001,29.8,28.4,1,143,858.44,1.48,21.44,0.78,29.33,2764,734.76
298,298,74.8,195.95,1.69,2.01,1.79,2.2,143,702.54,862.97,39,39,39,39,1.11,-0.001,29.8,28.4,1,143,862.97,1.49,21.45,0.79,29.72,2793,735.11
298.5,298.5,73.62,199.99,0,2.23,2.07,2.4,143,704.7,855.72,39,39,39,39,1.11,-0.001,29.7,28.4,1,143,855.72,1.49,21.45,0.8,30.26,2825,734.81
299,299,83.36,193.19,4.45,2.18,1.85,2.36,142,704.7,853.91,39,39,39,39,1.11,-0.001,29.8,28.4,1,142,853.91,1.5,21.46,0.8,30.97,2856,735.02
299.5,299.5,62.23,194.84,2.8,1.97,1.84,2.1,143,704.7,861.16,39,39,39,39,1.11,-0.001,29.8,28.4,1,143,861.16,1.51,21.47,0.81,31.32,2893,735.03
300,300,72.53,194.11,3.53,1.77,1.7,1.82,142,704.7,852.1,39,39,39,39,1.11,-0.001,29.7,28.4,1,142,852.1,1.52,21.48,0.82,31.66,2926,735.38
300.5,300.5,69.48,199.99,0,1.86,1.65,1.97,143,704.7,853.31,39,39,39,39,1.11,-0.001,29.8,28.4,1,143,853.31,1.52,21.48,0.82,32.18,2962,735.36
301,301,67.42,194.02,3.62,1.8,1.77,1.83,142,704.56,847.56,39,39,39,39,1.11,-0.001,29.8,28.4,1,142,847.56,1.53,21.49,0.83,32.79,2996,735.58
301.5,301.5,70.35,193.37,4.27,1.99,1.92,2.08,143,704.7,861.77,39,39,39,39,1.11,-0.001,29.8,28.4,1,143,861.77,1.54,21.5,0.84,33.25,3029,735.86
302,302,75.57,198.15,0.56,1.97,1.9,2.08,143,702.27,846.05,39,39,39,39,1.11,-0.001,29.8,28.4,1,143,846.05,1.54,21.5,0.85,33.56,3061,735.58
302.5,302.5,75.73,194.11,3.53,2.04,1.7,2.25,142,702.09,856.93,39,39,39,39,1.11,-0.001,29.7,28.4,1,142,856.93,1.55,21.51,0.85,34.27,3093,735.81
303,303,75.07,193.37,4.27,1.9,1.83,2.02,142,700.11,849.68,39,39,39,39,1.11,-0.001,29.8,28.4,1,142,849.68,1.56,21.52,0.86,34.63,3125,735.78
303.5,303.5,71.37,195.21,2.43,1.93,1.77,2.09,142,701.37,847.26,39,39,39,39,1.11,-0.001,29.8,28.4,1,142,847.26,1.56,21.52,0.87,35.13,3161,735.82
304,304,69.91,201.09,0,1.78,1.72,1.82,143,701.91,848.47,39,39,39,39,1.11,-0.001,29.7,28.4,1,143,848.47,1.57,21.53,0.87,35.65,3193,735.76
304.5,304.5,67.62,196.5,1.4,1.68,1.58,1.92,142,704.7,847.56,39,39,39,39,1.11,-0.001,29.8,28.4,1,142,847.56,1.58,21.54,0.88,36.12,3232,735.59
305,305,65.51,192.64,5,1.79,1.71,1.88,143,704.34,862.97,39,39,39,39,1.11,-0.001,29.7,28.4,1,143,862.97,1.59,21.55,0.89,36.67,3269,735.84
305.5,305.5,71.33,193.01,4.63,1.87,1.71,1.97,143,703.53,867.81,39,39,39,39,1.11,-0.001,29.8,28.4,1,143,-999.25,1.59,21.55,0.9,37.17,3301,735.9
306,306,75.88,200.36,0,2.07,1.95,2.16,142,704.7,859.35,39,39,39,39,1.11,-0.001,29.7,28.4,1,142,-999.25,1.6,21.56,0.9,37.75,3333,735.9
306.5,306.5,75.74,197.78,0.56,1.99,1.81,2.11,142,704.7,870.23,39,39,39,39,1.11,-0.001,29.7,28.4,1,142,-999.25,1.61,21.57,0.91,38.35,3365,735.91
307,307,70.73,192.64,5,1.8,1.63,2.05,143,704.7,861.77,39,39,39,39,1.11,-0.001,29.7,28.4,1,143,-999.25,1.61,21.57,0.92,38.84,3397,735.71
307.5,307.5,67.93,193.01,4.63,1.87,1.83,1.9,142,704.43,862.97,39,39,39,39,1.11,-0.001,29.7,28.4,1,142,-999.25,1.62,21.58,0.92,39.24,3434,735.7
308,308,69.63,194.11,3.53,1.83,1.81,1.89,143,704.7,864.18,39,39,39,39,1.11,-0.001,29.7,28.4,1,143,-999.25,1.63,21.59,0.93,39.63,3466,735.51
308.5,308.5,73.13,193.01,4.63,2.03,1.99,2.08,143,704.7,858.14,39,39,39,39,1.11,-0.001,29.8,28.4,1,143,858.14,1.63,21.59,0.94,40.19,3498,735.33
309,309,71.14,193.37,4.27,1.88,1.79,1.95,142,701.64,858.14,39,39,39,39,1.11,-0.001,29.7,28.3,1,142,858.14,1.64,21.6,0.94,40.7,3534,735.31
309.5,309.5,66.69,195.21,2.43,2.06,2.01,2.15,143,704.43,866.6,39,39,39,39,1.11,-0.001,29.7,28.4,1,143,866.6,1.65,21.61,0.95,41.08,3567,735.37
310,310,44.44,194.11,3.53,1.46,1.39,1.57,160,902.7,1363.36,50,50,50,50,1.11,-0.001,29.7,28.3,1,160,1363.36,1.71,21.67,0.97,41.85,3682,734.23
310.5,310.5,43.71,198.89,0.2,1.87,1.81,1.95,161,902.52,1365.77,50,50,50,50,1.11,-0.001,29.7,28.3,1,161,1365.77,1.72,21.67,0.98,42.09,3715,734.24
311,311,70.33,199.62,0,1.97,1.84,2.11,160,901.98,1368.19,50,50,50,50,1.11,-0.001,29.7,28.3,1,160,1368.19,1.72,21.68,0.99,42.78,3754,734.17
311.5,311.5,87.18,192.64,5,2.03,1.86,2.21,160,902.34,1363.36,50,50,50,50,1.11,-0.001,29.7,28.3,1,160,1363.36,1.73,21.69,0.99,43.28,3781,733.45
312,312,96.97,198.15,0,2.3,2.3,2.3,160,901.39,1370.61,50,50,50,50,1.11,-0.001,29.7,28.3,1,160,1370.61,1.74,21.69,1,43.88,3805,733.38
312.5,312.5,102.01,198.15,0.3,2.38,2.37,2.38,160,901.8,1374.23,50,50,50,50,1.11,-0.001,29.7,28.3,1,160,1374.23,1.74,21.7,1,44.2,3828,733.4
313,313,107.46,195.4,2.24,2.22,2.17,2.28,161,902.34,1385.11,50,50,50,50,1.11,-0.001,29.7,28.3,1,161,1385.11,1.74,21.7,1.01,44.69,3850,733.26
313.5,313.5,102.85,192.64,5,1.86,1.81,1.91,161,901.26,1377.86,50,50,50,50,1.11,-0.001,29.7,28.3,1,161,1377.86,1.75,21.71,1.01,45.25,3874,732.98
314,314,100.65,191.54,6.1,1.98,1.84,2.12,160,901.26,1399.61,50,50,50,50,1.11,-0.001,29.7,28.3,1,160,1399.61,1.75,21.71,1.02,45.74,3895,733.05
314.5,314.5,103.75,194.84,2.8,2.21,2.19,2.23,160,902.61,1370.61,50,50,50,50,1.11,-0.001,29.7,28.4,1,160,1370.61,1.76,21.72,1.02,46.04,3919,733.04
315,315,113.48,192.64,5,2.22,2.07,2.36,160,901.53,1374.23,50,50,50,50,1.11,-0.001,29.7,28.3,1,160,1374.23,1.76,21.72,1.03,46.84,3940,732.86
315.5,315.5,102.5,193.74,3.9,2.27,2.24,2.3,160,902.74,1377.86,50,50,50,50,1.11,-0.001,29.7,28.3,1,160,1377.86,1.77,21.73,1.03,47.31,3968,732.86
316,316,107.24,192.09,5.55,2.34,2.07,2.61,160,900.85,1374.23,50,50,50,50,1.11,-0.001,29.7,28.3,1,160,1374.23,1.77,21.73,1.04,47.75,3990,732.84
316.5,316.5,95.16,190.44,7.2,2.43,2.41,2.45,159,900.04,1374.23,50,50,50,50,1.11,-0.001,29.7,28.3,1,159,1374.23,1.78,21.74,1.04,48.26,4014,732.66
317,317,89.46,198.15,0.3,2.53,2.31,2.75,160,900.99,1385.11,50,50,50,50,1.11,-0.001,29.7,28.3,1,160,1385.11,1.78,21.74,1.05,48.7,4040,732.66
317.5,317.5,108.13,192.64,5,2.5,2.39,2.6,160,900.58,1385.11,50,50,50,50,1.11,-0.001,29.7,28.3,1,160,1385.11,1.79,21.75,1.05,49.08,4062,732.44
318,318,97.7,193.74,3.9,2.14,2.12,2.16,160,900.58,1366.98,50,50,50,50,1.11,-0.001,29.7,28.3,1,160,1366.98,1.79,21.75,1.06,49.84,4087,732.67
318.5,318.5,103.15,197.6,0.3,2.12,2.05,2.2,161,900.58,1359.73,50,50,50,50,1.11,-0.001,29.7,28.3,1,161,1359.73,1.8,21.76,1.06,50.23,4108,732.67
319,319,101.98,192.64,5,2.13,1.99,2.24,160,902.61,1368.19,50,50,50,50,1.11,-0.001,29.7,28.3,1,160,1368.19,1.8,21.76,1.07,50.76,4133,732.44
319.5,319.5,100.68,192.09,5.55,2.13,2.1,2.16,160,903.01,1370.61,50,50,50,50,1.11,-0.001,29.7,28.3,1,160,1370.61,1.81,21.77,1.07,51.22,4155,729.68
320,320,102.8,198.7,0,2.31,2.26,2.36,160,902.88,1356.1,50,50,50,50,1.11,-0.001,29.7,28.3,1,160,1356.1,1.81,21.77,1.08,51.55,4179,722.96
320.5,320.5,97.29,191.54,6.1,2.24,2.07,2.42,161,902.61,1345.23,50,50,50,50,1.11,-0.001,29.7,28.3,1,161,1345.23,1.82,21.78,1.08,52.04,4205,717.02
321,321,98.41,191.54,6.1,1.94,1.89,1.98,161,902.61,1359.73,50,50,50,50,1.11,-0.001,29.6,28.3,1,161,1359.73,1.82,21.78,1.09,52.91,4229,710.15
321.5,321.5,99,196.68,1.13,2.05,2.04,2.05,160,900.45,1363.36,50,50,50,50,1.11,-0.001,29.7,28.3,1,160,1363.36,1.83,21.79,1.09,53.27,4252,703.66
322,322,102.61,193.74,3.9,2.29,2.11,2.48,160,902.74,1352.48,50,50,50,50,1.11,-0.001,29.7,28.3,1,160,1352.48,1.83,21.79,1.1,53.52,4275,697.49
322.5,322.5,108.85,190.44,7.2,2.62,2.58,2.66,160,902.61,1385.11,50,50,50,50,1.11,-0.001,29.7,28.3,1,160,1385.11,1.84,21.8,1.1,54.16,4299,691.39
